Start Datetime (hb),Energy Price ($/kWh),LOAD: Site Load Original Load (kW),PV: solar1 Electric Generation (kW),BATTERY: es Power (kW),BATTERY: es SOC (%),PV Grid Export (kW),Net Grid Import (kW)
1/1/2022 0:00,13.37,1.241092488,0,0,1,0,1.241092488
1/1/2022 1:00,13.37,0.996146592,0,0,1,0,0.996146592
1/1/2022 2:00,14.4,0.914302947,0,0,1,0,0.914302947
1/1/2022 3:00,14.4,0.911195069,0,0,1,0,0.911195069
1/1/2022 4:00,16.71,0.969012115,0,0,1,0,0.969012115
1/1/2022 5:00,16.71,1.299662154,0,0,1,0,1.299662154
1/1/2022 6:00,21.39,2.068527756,0,0,1,0,2.068527756
1/1/2022 7:00,21.39,2.666347433,0,0,1,0,2.666347433
1/1/2022 8:00,21.21,2.565673791,0.567618499,0,1,0,1.998055292
1/1/2022 9:00,21.21,2.177043357,1.214775002,0,1,0,0.962268355
1/1/2022 10:00,21.63,2.011940125,2.296188503,6,1,0.284248378,0
1/1/2022 11:00,21.63,1.908665176,2.493196503,6,0.690721649,0.584531327,0
1/1/2022 12:00,22.87,1.785041151,1.999044502,6,0.381443299,0.214003351,0
1/1/2022 13:00,22.87,1.696953455,4.263665497,0,0.072164948,2.566712042,0
1/1/2022 14:00,18.54,1.651730671,3.418984499,0,0.072164948,1.767253828,0
1/1/2022 15:00,18.54,1.750069885,1.694905002,0,0.072164948,0,0.055164883
1/1/2022 16:00,18.55,2.170273179,0.484383998,0,0.072164948,0,1.685889181
1/1/2022 17:00,18.55,2.977564018,0,0,0.072164948,0,2.977564018
1/1/2022 18:00,15.98,3.615268223,0,-6,0.072164948,0,9.615268223
1/1/2022 19:00,15.98,3.631017227,0,-6,0.350515464,0,9.631017227
1/1/2022 20:00,16.23,3.331458452,0,0,0.628865979,0,3.331458452
1/1/2022 21:00,16.23,2.989772358,0,0,0.628865979,0,2.989772358
1/1/2022 22:00,4.91,2.408799084,0,-6,0.628865979,0,8.408799084
1/1/2022 23:00,4.91,1.846738443,0,-1.8,0.907216495,0,3.646738443
1/2/2022 0:00,4.6,1.257961757,0,6,0.990721649,0,0
1/2/2022 1:00,4.6,1.041901386,0,6,0.681443299,0,0
1/2/2022 2:00,-1.77,0.975919846,0,-6,0.372164948,0,6.975919846
1/2/2022 3:00,-1.77,0.989606011,0,-6,0.650515464,0,6.989606011
1/2/2022 4:00,5.23,1.059010677,0,0,0.928865979,0,1.059010677
1/2/2022 5:00,5.23,1.382274899,0,0,0.928865979,0,1.382274899
1/2/2022 6:00,27.3,2.145033266,0,0,0.928865979,0,2.145033266
1/2/2022 7:00,27.3,2.687958863,0,0,0.928865979,0,2.687958863
1/2/2022 8:00,22.19,2.571125587,1.441836501,0,0.928865979,0,1.129289086
1/2/2022 9:00,22.19,2.20978185,3.021565498,0,0.928865979,0.811783648,0
1/2/2022 10:00,20.94,2.106806047,4.187085,0,0.928865979,2.080278953,0
1/2/2022 11:00,20.94,2.029481688,4.843962501,0,0.928865979,2.814480813,0
1/2/2022 12:00,24.93,1.913228004,4.976596002,0,0.928865979,3.063367998,0
1/2/2022 13:00,24.93,1.843058893,4.621685502,0,0.928865979,2.778626609,0
1/2/2022 14:00,26.94,1.80815031,3.771352501,0,0.928865979,1.963202191,0
1/2/2022 15:00,26.94,1.914629562,2.441167498,0,0.928865979,0.526537936,0
1/2/2022 16:00,33.31,2.332659251,0.816544498,0,0.928865979,0,1.516114753
1/2/2022 17:00,33.31,3.152395108,0,0,0.928865979,0,3.152395108
1/2/2022 18:00,46.48,3.748434221,0,6,0.928865979,0,0
1/2/2022 19:00,46.48,3.751450538,0,6,0.619587629,0,0
1/2/2022 20:00,38.26,3.454824848,0,0,0.310309278,0,3.454824848
1/2/2022 21:00,38.26,3.126430205,0,0,0.310309278,0,3.126430205
1/2/2022 22:00,35.36,2.553290087,0,-6,0.310309278,0,8.553290087
1/2/2022 23:00,35.36,1.985679175,0,-6,0.588659794,0,7.985679175
1/3/2022 0:00,33.87,1.406039109,0,6,0.867010309,0,0
1/3/2022 1:00,33.87,1.156047104,0,6,0.557731959,0,0
1/3/2022 2:00,28.69,1.069203219,0,0,0.248453608,0,1.069203219
1/3/2022 3:00,28.69,1.06023483,0,0,0.248453608,0,1.06023483
1/3/2022 4:00,31.66,1.108128981,0,0,0.248453608,0,1.108128981
1/3/2022 5:00,31.66,1.40017921,0,0,0.248453608,0,1.40017921
1/3/2022 6:00,27.799,2.123150517,0,0,0.248453608,0,2.123150517
1/3/2022 7:00,27.799,2.743308596,0,0,0.248453608,0,2.743308596
1/3/2022 8:00,8.597,2.608441117,0.7267505,-6,0.248453608,0,7.881690617
1/3/2022 9:00,8.597,2.22306966,0.410337998,-6,0.526804124,0,7.812731662
1/3/2022 10:00,16.438,2.087900937,1.827007,0,0.805154639,0,0.260893937
1/3/2022 11:00,16.438,1.981107879,1.512228998,0,0.805154639,0,0.468878881
1/3/2022 12:00,26.242,1.898162518,1.988329497,0,0.805154639,0.090166979,0
1/3/2022 13:00,26.242,1.832109057,1.997206498,0,0.805154639,0.165097441,0
1/3/2022 14:00,27.35,1.803317595,1.4274085,0,0.805154639,0,0.375909095
1/3/2022 15:00,27.35,1.90923149,0.946384999,0,0.805154639,0,0.962846491
1/3/2022 16:00,23.22,2.341032843,0.548775997,0,0.805154639,0,1.792256846
1/3/2022 17:00,23.22,3.16305772,0,0,0.805154639,0,3.16305772
1/3/2022 18:00,28.935,3.761376201,0,0,0.805154639,0,3.761376201
1/3/2022 19:00,28.935,3.765428252,0,0,0.805154639,0,3.765428252
1/3/2022 20:00,29.68,3.475145823,0,0,0.805154639,0,3.475145823
1/3/2022 21:00,29.68,3.153540449,0,6,0.805154639,0,0
1/3/2022 22:00,14.32,2.586307257,0,-6,0.495876289,0,8.586307257
1/3/2022 23:00,14.32,2.021943374,0,-4.38,0.774226804,0,6.401943374
1/4/2022 0:00,3.09,1.451035158,0,6,0.97742268,0,0
1/4/2022 1:00,3.09,1.208794742,0,6,0.66814433,0,0
1/4/2022 2:00,-3.29,1.124568636,0,-6,0.358865979,0,7.124568636
1/4/2022 3:00,-3.29,1.117963702,0,-6,0.637216495,0,7.117963702
1/4/2022 4:00,3.56,1.16720208,0,0,0.91556701,0,1.16720208
1/4/2022 5:00,3.56,1.460382204,0,0,0.91556701,0,1.460382204
1/4/2022 6:00,8.276,2.183541627,0,0,0.91556701,0,2.183541627
1/4/2022 7:00,8.276,2.793752836,0,0,0.91556701,0,2.793752836
1/4/2022 8:00,10.475,2.645646547,0.794616998,0,0.91556701,0,1.851029549
1/4/2022 9:00,10.475,2.271201637,3.129131502,0,0.91556701,0.857929865,0
1/4/2022 10:00,25.569,2.112349211,3.253936497,0,0.91556701,1.141587286,0
1/4/2022 11:00,25.569,1.974745166,4.927200999,0,0.91556701,2.952455833,0
1/4/2022 12:00,27.93,1.899413022,5.048765001,0,0.91556701,3.149351979,0
1/4/2022 13:00,27.93,1.807412543,4.099151497,0,0.91556701,2.291738954,0
1/4/2022 14:00,32.43,1.735170521,3.842667997,0,0.91556701,2.107497476,0
1/4/2022 15:00,32.43,1.835388361,1.858203998,0,0.91556701,0.022815637,0
1/4/2022 16:00,37.41,2.244356819,0.6409865,6,0.91556701,0,0
1/4/2022 17:00,37.41,3.076935796,0,6,0.60628866,0,0
1/4/2022 18:00,35.48,3.698960084,0,0,0.297010309,0,3.698960084
1/4/2022 19:00,35.48,3.71621318,0,0,0.297010309,0,3.71621318
1/4/2022 20:00,33,3.432397779,0,-6,0.297010309,0,9.432397779
1/4/2022 21:00,33,3.11229415,0,-6,0.575360825,0,9.11229415
1/4/2022 22:00,34.63,2.56582076,0,0,0.85371134,0,2.56582076
1/4/2022 23:00,34.63,2.018210801,0,0,0.85371134,0,2.018210801
1/5/2022 0:00,30.74,1.461811096,0,6,0.85371134,0,0
1/5/2022 1:00,30.74,1.238337325,0,6,0.54443299,0,0
1/5/2022 2:00,24.41,1.157936524,0,0,0.235154639,0,1.157936524
1/5/2022 3:00,24.41,1.15480752,0,0,0.235154639,0,1.15480752
1/5/2022 4:00,17.59,1.206716305,0,0,0.235154639,0,1.206716305
1/5/2022 5:00,17.59,1.516464589,0,0,0.235154639,0,1.516464589
1/5/2022 6:00,18.176,2.27266611,0,0,0.235154639,0,2.27266611
1/5/2022 7:00,18.176,2.824520683,0,0,0.235154639,0,2.824520683
1/5/2022 8:00,9.936,2.725518318,1.492604001,-6,0.235154639,0,7.232914317
1/5/2022 9:00,9.936,2.35998297,3.097050502,0,0.513505155,0.737067532,0
1/5/2022 10:00,15.71,2.203880582,4.260063997,0,0.513505155,2.056183415,0
1/5/2022 11:00,15.71,2.043478224,4.894669003,6,0.513505155,2.851190779,0
1/5/2022 12:00,6.691,1.935632274,5.048923502,-6,0.204226804,0,2.886708772
1/5/2022 13:00,6.691,1.895868942,4.678573501,-6,0.48257732,0,3.217295441
1/5/2022 14:00,3.424,1.851535067,3.094318003,-4.638,0.760927835,0,3.395217064
1/5/2022 15:00,3.424,2.008516221,2.0911415,-0.4638,0.976092784,0,0.381174721
1/5/2022 16:00,8.434,2.443604534,0.7793625,0,0.997609278,0,1.664242034
1/5/2022 17:00,8.434,3.292031609,0,0,0.997609278,0,3.292031609
1/5/2022 18:00,19.479,3.910294449,0,0,0.997609278,0,3.910294449
1/5/2022 19:00,19.479,3.954376023,0,0,0.997609278,0,3.954376023
1/5/2022 20:00,26.862,3.67567375,0,0,0.997609278,0,3.67567375
1/5/2022 21:00,26.862,3.360416576,0,0,0.997609278,0,3.360416576
1/5/2022 22:00,31.21,2.818371058,0,0,0.997609278,0,2.818371058
1/5/2022 23:00,31.21,2.249796773,0,0,0.997609278,0,2.249796773
1/6/2022 0:00,34.53,1.664956574,0,6,0.997609278,0,0
1/6/2022 1:00,34.53,1.416536911,0,0,0.688330928,0,1.416536911
1/6/2022 2:00,30.13,1.327886671,0,-6,0.688330928,0,7.327886671
1/6/2022 3:00,30.13,1.317944466,0,0,0.966681443,0,1.317944466
1/6/2022 4:00,33.26,1.365373601,0,0,0.966681443,0,1.365373601
1/6/2022 5:00,33.26,1.659335116,0,0,0.966681443,0,1.659335116
1/6/2022 6:00,45.988,2.389316896,0,6,0.966681443,0,0
1/6/2022 7:00,45.988,2.974319454,0,6,0.657403093,0,0
1/6/2022 8:00,37.101,2.860924333,1.124031503,6,0.348124742,0,0
1/6/2022 9:00,37.101,2.485778219,2.730684999,0,0.038846392,0.24490678,0
1/6/2022 10:00,33.35,2.331308744,4.113123,0,0.038846392,1.781814256,0
1/6/2022 11:00,33.35,2.166018757,4.749816498,0,0.038846392,2.583797741,0
1/6/2022 12:00,28.86,2.016514267,2.619951502,0,0.038846392,0.603437235,0
1/6/2022 13:00,28.86,1.893422938,4.565506498,0,0.038846392,2.67208356,0
1/6/2022 14:00,28.35,1.826802811,3.108225498,0,0.038846392,1.281422687,0
1/6/2022 15:00,28.35,1.932305771,1.782911501,0,0.038846392,0,0.14939427
1/6/2022 16:00,29.52,2.361711149,0.865734499,0,0.038846392,0,1.49597665
1/6/2022 17:00,29.52,3.210343725,0,0,0.038846392,0,3.210343725
1/6/2022 18:00,24.02,3.822138834,0,0,0.038846392,0,3.822138834
1/6/2022 19:00,24.02,3.844328567,0,0,0.038846392,0,3.844328567
1/6/2022 20:00,22.25,3.563104871,0,-6,0.038846392,0,9.563104871
1/6/2022 21:00,22.25,3.246300957,0,-6,0.317196907,0,9.246300957
1/6/2022 22:00,19.62,2.68584075,0,-6,0.595547423,0,8.68584075
1/6/2022 23:00,19.62,2.121003884,0,-2.44638,0.873897938,0,4.567383884
1/7/2022 0:00,21.04,1.574844897,0,0,0.987389794,0,1.574844897
1/7/2022 1:00,21.04,1.324559621,0,0,0.987389794,0,1.324559621
1/7/2022 2:00,25.84,1.234446501,0,0,0.987389794,0,1.234446501
1/7/2022 3:00,25.84,1.221929111,0,0,0.987389794,0,1.221929111
1/7/2022 4:00,32.3,1.277091175,0,0,0.987389794,0,1.277091175
1/7/2022 5:00,32.3,1.583511893,0,0,0.987389794,0,1.583511893
1/7/2022 6:00,36.45,2.354882242,0,6,0.987389794,0,0
1/7/2022 7:00,36.45,2.995441635,0,6,0.678111443,0,0
1/7/2022 8:00,33.95,2.831906583,1.479647001,0,0.368833093,0,1.352259582
1/7/2022 9:00,33.95,2.418290643,3.039415001,0,0.368833093,0.621124358,0
1/7/2022 10:00,36.17,2.271119063,4.167391998,6,0.368833093,1.896272935,0
1/7/2022 11:00,36.17,2.160384434,4.837976003,0,0.059554742,2.677591569,0
1/7/2022 12:00,35.32,2.037549488,5.015517003,0,0.059554742,2.977967515,0
1/7/2022 13:00,35.32,1.962237291,4.671518502,0,0.059554742,2.709281211,0
1/7/2022 14:00,27.67,1.913771736,3.839148502,0,0.059554742,1.925376766,0
1/7/2022 15:00,27.67,2.001584599,1.711272003,0,0.059554742,0,0.290312596
1/7/2022 16:00,27.67,2.416657424,0.621517498,0,0.059554742,0,1.795139926
1/7/2022 17:00,27.67,3.267142264,0,0,0.059554742,0,3.267142264
1/7/2022 18:00,28.56,3.875919503,0,0,0.059554742,0,3.875919503
1/7/2022 19:00,28.56,3.896238369,0,0,0.059554742,0,3.896238369
1/7/2022 20:00,25.45,3.60214733,0,-6,0.059554742,0,9.60214733
1/7/2022 21:00,25.45,3.266680166,0,-6,0.337905258,0,9.266680166
1/7/2022 22:00,17.77,2.679743816,0,-6,0.616255773,0,8.679743816
1/7/2022 23:00,17.77,2.094096121,0,-2.044638,0.894606289,0,4.138734121
1/8/2022 0:00,-5.04,1.487367144,0,0,0.989460629,0,1.487367144
1/8/2022 1:00,-5.04,1.233647624,0,0,0.989460629,0,1.233647624
1/8/2022 2:00,-3.63,1.147416012,0,0,0.989460629,0,1.147416012
1/8/2022 3:00,-3.63,1.168956733,0,0,0.989460629,0,1.168956733
1/8/2022 4:00,14.81,1.226279153,0,0,0.989460629,0,1.226279153
1/8/2022 5:00,14.81,1.558013544,0,0,0.989460629,0,1.558013544
1/8/2022 6:00,29.49,2.366431584,0,6,0.989460629,0,0
1/8/2022 7:00,29.49,2.944572707,0,6,0.680182278,0,0
1/8/2022 8:00,24.8,2.802202923,0.631027999,-6,0.370903928,0,8.171174924
1/8/2022 9:00,24.8,2.391575361,1.484917,-6,0.649254443,0,6.906658361
1/8/2022 10:00,26.94,2.245165304,1.799064498,0,0.927604959,0,0.446100806
1/8/2022 11:00,26.94,2.089848088,2.313202997,0,0.927604959,0.223354909,0
1/8/2022 12:00,26.68,1.954787092,2.840937498,0,0.927604959,0.886150406,0
1/8/2022 13:00,26.68,1.866783244,1.770206501,0,0.927604959,0,0.096576743
1/8/2022 14:00,26.82,1.802913318,0.9473485,0,0.927604959,0,0.855564818
1/8/2022 15:00,26.82,1.88087203,0.831080502,0,0.927604959,0,1.049791528
1/8/2022 16:00,31.61,2.331467331,0.776762497,0,0.927604959,0,1.554704834
1/8/2022 17:00,31.61,3.1748187,0,0,0.927604959,0,3.1748187
1/8/2022 18:00,34.16,3.802215413,0,6,0.927604959,0,0
1/8/2022 19:00,34.16,3.833299674,0,6,0.618326608,0,0
1/8/2022 20:00,33.76,3.544100938,0,0,0.309048258,0,3.544100938
1/8/2022 21:00,33.76,3.21684722,0,0,0.309048258,0,3.21684722
1/8/2022 22:00,29.27,2.643525355,0,-6,0.309048258,0,8.643525355
1/8/2022 23:00,29.27,2.058397329,0,-6,0.587398773,0,8.058397329
1/9/2022 0:00,32.04,1.434766321,0,6,0.865749289,0,0
1/9/2022 1:00,32.04,1.210313813,0,6,0.556470938,0,0
1/9/2022 2:00,30.02,1.112116482,0,0,0.247192588,0,1.112116482
1/9/2022 3:00,30.02,1.096392019,0,0,0.247192588,0,1.096392019
1/9/2022 4:00,33.42,1.11675688,0,0,0.247192588,0,1.11675688
1/9/2022 5:00,33.42,1.403059059,0,0,0.247192588,0,1.403059059
1/9/2022 6:00,28.96,2.147600194,0,0,0.247192588,0,2.147600194
1/9/2022 7:00,28.96,2.707160553,0,0,0.247192588,0,2.707160553
1/9/2022 8:00,27.317,2.562052277,1.350049001,0,0.247192588,0,1.212003276
1/9/2022 9:00,27.317,2.149493381,1.7000375,0,0.247192588,0,0.449455881
1/9/2022 10:00,24.767,1.995080118,2.5040365,0,0.247192588,0.508956382,0
1/9/2022 11:00,24.767,1.868146801,2.893351503,0,0.247192588,1.025204702,0
1/9/2022 12:00,14.976,1.741074441,3.1023825,-6,0.247192588,0,4.638691941
1/9/2022 13:00,14.976,1.641696384,2.745255499,-6,0.525543103,0,4.896440885
1/9/2022 14:00,14.303,1.578358609,1.962200002,-3.8044638,0.803893619,0,3.420622407
1/9/2022 15:00,14.303,1.677367575,1.826437501,-0.38044638,0.980389362,0,0.231376454
1/9/2022 16:00,25.74,2.129498068,0.709487002,0,0.998038936,0,1.420011066
1/9/2022 17:00,25.74,3.011839864,0,0,0.998038936,0,3.011839864
1/9/2022 18:00,34.378,3.623685456,0,0,0.998038936,0,3.623685456
1/9/2022 19:00,34.378,3.646180538,0,6,0.998038936,0,0
1/9/2022 20:00,24.392,3.368161875,0,0,0.688760586,0,3.368161875
1/9/2022 21:00,24.392,3.050398827,0,-6,0.688760586,0,9.050398827
1/9/2022 22:00,34.44,2.503988142,0,0,0.967111101,0,2.503988142
1/9/2022 23:00,34.44,1.958531443,0,0,0.967111101,0,1.958531443
1/10/2022 0:00,33.67,1.404202167,0,0,0.967111101,0,1.404202167
1/10/2022 1:00,33.67,1.18284551,0,0,0.967111101,0,1.18284551
1/10/2022 2:00,33.31,1.118077037,0,0,0.967111101,0,1.118077037
1/10/2022 3:00,33.31,1.114638492,0,0,0.967111101,0,1.114638492
1/10/2022 4:00,34.08,1.179162152,0,0,0.967111101,0,1.179162152
1/10/2022 5:00,34.08,1.476568784,0,0,0.967111101,0,1.476568784
1/10/2022 6:00,35.911,2.188338894,0,0,0.967111101,0,2.188338894
1/10/2022 7:00,35.911,2.797131015,0,0,0.967111101,0,2.797131015
1/10/2022 8:00,32.54,2.630782394,1.468896002,0,0.967111101,0,1.161886392
1/10/2022 9:00,32.54,2.202947844,3.024973,0,0.967111101,0.822025156,0
1/10/2022 10:00,34.164,2.059480387,3.439565003,0,0.967111101,1.380084616,0
1/10/2022 11:00,34.164,1.929626262,4.201516501,0,0.967111101,2.271890239,0
1/10/2022 12:00,36.73,1.811046982,4.675831503,0,0.967111101,2.864784521,0
1/10/2022 13:00,36.73,1.71605405,4.555299497,0,0.967111101,2.839245447,0
1/10/2022 14:00,35.18,1.662672691,3.775710498,0,0.967111101,2.113037807,0
1/10/2022 15:00,35.18,1.765646609,1.788112501,0,0.967111101,0.022465892,0
1/10/2022 16:00,41.538,2.199412553,0.560767998,6,0.967111101,0,0
1/10/2022 17:00,41.538,3.047617649,0,6,0.657832751,0,0
1/10/2022 18:00,42.411,3.681947936,0,6,0.3485544,0,0
1/10/2022 19:00,42.411,3.719815713,0,0,0.03927605,0,3.719815713
1/10/2022 20:00,27.37,3.448770895,0,-6,0.03927605,0,9.448770895
1/10/2022 21:00,27.37,3.143985929,0,-6,0.317626565,0,9.143985929
1/10/2022 22:00,11.61,2.58338126,0,-6,0.595977081,0,8.58338126
1/10/2022 23:00,11.61,2.022631971,0,-2.438044638,0.874327596,0,4.460676609
1/11/2022 0:00,7.06,1.451897773,0,0,0.98743276,0,1.451897773
1/11/2022 1:00,7.06,1.213359144,0,0,0.98743276,0,1.213359144
1/11/2022 2:00,6.36,1.132916954,0,0,0.98743276,0,1.132916954
1/11/2022 3:00,6.36,1.126168161,0,0,0.98743276,0,1.126168161
1/11/2022 4:00,25.34,1.177612922,0,0,0.98743276,0,1.177612922
1/11/2022 5:00,25.34,1.47529766,0,0,0.98743276,0,1.47529766
1/11/2022 6:00,35.37,2.204623649,0,6,0.98743276,0,0
1/11/2022 7:00,35.37,2.79451156,0,6,0.678154409,0,0
1/11/2022 8:00,26.95,2.662745433,0.793145997,0,0.368876059,0,1.869599436
1/11/2022 9:00,26.95,2.236660646,1.641192,0,0.368876059,0,0.595468646
1/11/2022 10:00,28.88,2.091571721,2.160457502,0,0.368876059,0.068885781,0
1/11/2022 11:00,28.88,1.958620716,2.650837497,0,0.368876059,0.692216781,0
1/11/2022 12:00,29.4,1.840398818,3.559396001,6,0.368876059,1.718997183,0
1/11/2022 13:00,29.4,1.741924378,2.875778003,0,0.059597708,1.133853625,0
1/11/2022 14:00,28.266,1.688865249,2.582861001,0,0.059597708,0.893995752,0
1/11/2022 15:00,28.266,1.793286056,0.880811001,0,0.059597708,0,0.912475055
1/11/2022 16:00,27.572,2.226778062,0.465885,0,0.059597708,0,1.760893062
1/11/2022 17:00,27.572,3.071527758,0,0,0.059597708,0,3.071527758
1/11/2022 18:00,26.162,3.689324802,0,0,0.059597708,0,3.689324802
1/11/2022 19:00,26.162,3.712473359,0,0,0.059597708,0,3.712473359
1/11/2022 20:00,19.25,3.423067737,0,-6,0.059597708,0,9.423067737
1/11/2022 21:00,19.25,3.1047262,0,-6,0.337948224,0,9.1047262
1/11/2022 22:00,5.48,2.545870776,0,-6,0.616298739,0,8.545870776
1/11/2022 23:00,5.48,1.984377696,0,-2.043804464,0.894649254,0,4.02818216
1/12/2022 0:00,4.04,1.412464746,0,0,0.989464925,0,1.412464746
1/12/2022 1:00,4.04,1.172514266,0,0,0.989464925,0,1.172514266
1/12/2022 2:00,9.38,1.088741772,0,0,0.989464925,0,1.088741772
1/12/2022 3:00,9.38,1.073915767,0,0,0.989464925,0,1.073915767
1/12/2022 4:00,15.76,1.120037686,0,0,0.989464925,0,1.120037686
1/12/2022 5:00,15.76,1.413284856,0,0,0.989464925,0,1.413284856
1/12/2022 6:00,21.561,2.14098002,0,6,0.989464925,0,0
1/12/2022 7:00,21.561,2.751481602,0,6,0.680186575,0,0
1/12/2022 8:00,15.194,2.567445772,0.950062498,0,0.370908224,0,1.617383274
1/12/2022 9:00,15.194,2.159552868,1.677936498,0,0.370908224,0,0.48161637
1/12/2022 10:00,20.705,2.012534717,2.1789145,0,0.370908224,0.166379783,0
1/12/2022 11:00,20.705,1.88009026,2.341958997,0,0.370908224,0.461868737,0
1/12/2022 12:00,12.979,1.764711436,2.824680999,-6,0.370908224,0,4.940030437
1/12/2022 13:00,12.979,1.688454046,3.058823502,0,0.64925874,1.370369456,0
1/12/2022 14:00,20.447,1.642199177,2.490479502,0,0.64925874,0.848280325,0
1/12/2022 15:00,20.447,1.771551849,2.601027499,0,0.64925874,0.82947565,0
1/12/2022 16:00,21.96,2.21359045,0.586258498,6,0.64925874,0,0
1/12/2022 17:00,21.96,3.076199293,0,6,0.339980389,0,0
1/12/2022 18:00,17.714,3.677815214,0,0,0.030702039,0,3.677815214
1/12/2022 19:00,17.714,3.704729192,0,0,0.030702039,0,3.704729192
1/12/2022 20:00,7.184,3.429674857,0,-6,0.030702039,0,9.429674857
1/12/2022 21:00,7.184,3.121597963,0,-6,0.309052554,0,9.121597963
1/12/2022 22:00,-1.11,2.562915012,0,-6,0.58740307,0,8.562915012
1/12/2022 23:00,-1.11,1.995259754,0,-2.604380446,0.865753585,0,4.5996402
1/13/2022 0:00,2.18,1.436338088,0,0,0.986575359,0,1.436338088
1/13/2022 1:00,2.18,1.1951084,0,0,0.986575359,0,1.1951084
1/13/2022 2:00,3.3,1.11435515,0,0,0.986575359,0,1.11435515
1/13/2022 3:00,3.3,1.0983408,0,0,0.986575359,0,1.0983408
1/13/2022 4:00,4.5,1.149797299,0,0,0.986575359,0,1.149797299
1/13/2022 5:00,4.5,1.478586886,0,0,0.986575359,0,1.478586886
1/13/2022 6:00,16.462,2.238192143,0,6,0.986575359,0,0
1/13/2022 7:00,16.462,2.78681528,0,6,0.677297008,0,0
1/13/2022 8:00,8.577,2.652529216,0.631834,-6,0.368018657,0,8.020695216
1/13/2022 9:00,8.577,2.277582565,2.5829825,-6,0.646369173,0,5.694600065
1/13/2022 10:00,10.853,2.128585862,3.487277997,0,0.924719688,1.358692135,0
1/13/2022 11:00,10.853,2.014652151,4.066171501,-1.460438045,0.924719688,0.591081306,0
1/13/2022 12:00,14.776,1.886637198,4.306131998,0,0.992471969,2.4194948,0
1/13/2022 13:00,14.776,1.839386736,3.986165498,0,0.992471969,2.146778762,0
1/13/2022 14:00,24.54,1.788092017,3.028389,0,0.992471969,1.240296983,0
1/13/2022 15:00,24.54,1.897213821,1.793277997,0,0.992471969,0,0.103935824
1/13/2022 16:00,32.53,2.355931543,0.622682501,0,0.992471969,0,1.733249042
1/13/2022 17:00,32.53,3.219943816,0,0,0.992471969,0,3.219943816
1/13/2022 18:00,42.181,3.879604929,0,6,0.992471969,0,0
1/13/2022 19:00,42.181,3.89838164,0,6,0.683193618,0,0
1/13/2022 20:00,38.29,3.643337384,0,0,0.373915268,0,3.643337384
1/13/2022 21:00,38.29,3.326476349,0,0,0.373915268,0,3.326476349
1/13/2022 22:00,34.32,2.788269618,0,-6,0.373915268,0,8.788269618
1/13/2022 23:00,34.32,2.252814201,0,-6,0.652265783,0,8.252814201
1/14/2022 0:00,31.43,1.686613524,0,0,0.930616299,0,1.686613524
1/14/2022 1:00,31.43,1.428291618,0,0,0.930616299,0,1.428291618
1/14/2022 2:00,32.52,1.33603047,0,6,0.930616299,0,0
1/14/2022 3:00,32.52,1.325080259,0,6,0.621337948,0,0
1/14/2022 4:00,23.6,1.380231165,0,-6,0.312059598,0,7.380231165
1/14/2022 5:00,23.6,1.699140388,0,0,0.590410113,0,1.699140388
1/14/2022 6:00,29.24,2.482542995,0,0,0.590410113,0,2.482542995
1/14/2022 7:00,29.24,3.097050074,0,0,0.590410113,0,3.097050074
1/14/2022 8:00,28.17,3.000487757,1.111441002,0,0.590410113,0,1.889046755
1/14/2022 9:00,28.17,2.630994386,1.680912499,0,0.590410113,0,0.950081887
1/14/2022 10:00,32.37,2.460998337,1.664352998,6,0.590410113,0,0
1/14/2022 11:00,32.37,2.278313234,2.495525501,0,0.281131763,0.217212267,0
1/14/2022 12:00,28.45,2.138048494,2.213796501,0,0.281131763,0.075748007,0
1/14/2022 13:00,28.45,2.014455115,2.593585001,0,0.281131763,0.579129886,0
1/14/2022 14:00,5.52,1.948159342,1.477387002,0,0.281131763,0,0.47077234
1/14/2022 15:00,5.52,2.047433374,1.714183002,0,0.281131763,0,0.333250372
1/14/2022 16:00,8.61,2.483839738,0.439631003,0,0.281131763,0,2.044208735
1/14/2022 17:00,8.61,3.360572423,0,0,0.281131763,0,3.360572423
1/14/2022 18:00,7.72,3.998425806,0,0,0.281131763,0,3.998425806
1/14/2022 19:00,7.72,4.038472323,0,0,0.281131763,0,4.038472323
1/14/2022 20:00,2.32,3.774910267,0,-6,0.281131763,0,9.774910267
1/14/2022 21:00,2.32,3.443433478,0,-6,0.559482278,0,9.443433478
1/14/2022 22:00,-3.25,2.878008865,0,-3.146043804,0.837832794,0,6.024052669
1/14/2022 23:00,-3.25,2.287890887,0,-0.31460438,0.983783279,0,2.602495267
1/15/2022 0:00,-7.35,1.681726889,0,6,0.998378328,0,0
1/15/2022 1:00,-7.35,1.428244344,0,6,0.689099977,0,0
1/15/2022 2:00,-21.1,1.335952016,0,-6,0.379821627,0,7.335952016
1/15/2022 3:00,-21.1,1.325008093,0,-6,0.658172142,0,7.325008093
1/15/2022 4:00,-7.79,1.380253219,0,6,0.936522658,0,0
1/15/2022 5:00,-7.79,1.699452452,0,-6,0.627244307,0,7.699452452
1/15/2022 6:00,-4.84,2.483399232,0,6,0.905594823,0,0
1/15/2022 7:00,-4.84,3.098064175,0,-6,0.596316472,0,9.098064175
1/15/2022 8:00,9.06,2.994123519,1.344687001,0,0.874666988,0,1.649436518
