Start Datetime (hb),BATTERY: es Power (kW),BATTERY: es SOC (%),Energy Price ($/kWh),LOAD: Site Load Original Load (kW),PV Grid Export (kW),Net Grid Import (kW)
1/1/2022 0:00,0,1,13.37,1.241092488,0,1.241092488
1/1/2022 1:00,0,1,13.37,0.996146592,0,0.996146592
1/1/2022 2:00,0,1,14.4,0.914302947,0,0.914302947
1/1/2022 3:00,0,1,14.4,0.911195069,0,0.911195069
1/1/2022 4:00,0,1,16.71,0.969012115,0,0.969012115
1/1/2022 5:00,0,1,16.71,1.299662154,0,1.299662154
1/1/2022 6:00,0,1,21.39,2.068527756,0,2.068527756
1/1/2022 7:00,0,1,21.39,2.666347433,0,2.666347433
1/1/2022 8:00,0,1,21.21,2.565673791,0,2.565673791
1/1/2022 9:00,0,1,21.21,2.177043357,0,2.177043357
1/1/2022 10:00,2.011940125,1,21.63,2.011940125,0,0
1/1/2022 11:00,1.908665176,0.896291746,21.63,1.908665176,0,0
1/1/2022 12:00,1.785041151,0.797906943,22.87,1.785041151,0,0
1/1/2022 13:00,1.696953455,0.705894513,22.87,1.696953455,0,0
1/1/2022 14:00,0,0.618422685,18.54,1.651730671,0,1.651730671
1/1/2022 15:00,0,0.618422685,18.54,1.750069885,0,1.750069885
1/1/2022 16:00,0,0.618422685,18.55,2.170273179,0,2.170273179
1/1/2022 17:00,0,0.618422685,18.55,2.977564018,0,2.977564018
1/1/2022 18:00,0,0.618422685,15.98,3.615268223,0,3.615268223
1/1/2022 19:00,0,0.618422685,15.98,3.631017227,0,3.631017227
1/1/2022 20:00,0,0.618422685,16.23,3.331458452,0,3.331458452
1/1/2022 21:00,0,0.618422685,16.23,2.989772358,0,2.989772358
1/1/2022 22:00,-6,0.618422685,4.91,2.408799084,0,8.408799084
1/1/2022 23:00,-2.002599907,0.896773201,4.91,1.846738443,0,3.849338349
1/2/2022 0:00,0,0.98967732,4.6,1.257961757,0,1.257961757
1/2/2022 1:00,0,0.98967732,4.6,1.041901386,0,1.041901386
1/2/2022 2:00,0,0.98967732,-1.77,0.975919846,0,0.975919846
1/2/2022 3:00,0,0.98967732,-1.77,0.989606011,0,0.989606011
1/2/2022 4:00,0,0.98967732,5.23,1.059010677,0,1.059010677
1/2/2022 5:00,0,0.98967732,5.23,1.382274899,0,1.382274899
1/2/2022 6:00,0,0.98967732,27.3,2.145033266,0,2.145033266
1/2/2022 7:00,0,0.98967732,27.3,2.687958863,0,2.687958863
1/2/2022 8:00,0,0.98967732,22.19,2.571125587,0,2.571125587
1/2/2022 9:00,0,0.98967732,22.19,2.20978185,0,2.20978185
1/2/2022 10:00,0,0.98967732,20.94,2.106806047,0,2.106806047
1/2/2022 11:00,0,0.98967732,20.94,2.029481688,0,2.029481688
1/2/2022 12:00,0,0.98967732,24.93,1.913228004,0,1.913228004
1/2/2022 13:00,0,0.98967732,24.93,1.843058893,0,1.843058893
1/2/2022 14:00,0,0.98967732,26.94,1.80815031,0,1.80815031
1/2/2022 15:00,0,0.98967732,26.94,1.914629562,0,1.914629562
1/2/2022 16:00,0,0.98967732,33.31,2.332659251,0,2.332659251
1/2/2022 17:00,0,0.98967732,33.31,3.152395108,0,3.152395108
1/2/2022 18:00,3.748434221,0.98967732,46.48,3.748434221,0,0
1/2/2022 19:00,3.751450538,0.796459061,46.48,3.751450538,0,0
1/2/2022 20:00,3.454824848,0.603085322,38.26,3.454824848,0,0
1/2/2022 21:00,0,0.425001567,38.26,3.126430205,0,3.126430205
1/2/2022 22:00,-6,0.425001567,35.36,2.553290087,0,8.553290087
1/2/2022 23:00,-5.754969598,0.703352083,35.36,1.985679175,0,7.740648773
1/3/2022 0:00,1.406039109,0.970335208,33.87,1.406039109,0,0
1/3/2022 1:00,1.156047104,0.897858966,33.87,1.156047104,0,0
1/3/2022 2:00,0,0.838268909,28.69,1.069203219,0,1.069203219
1/3/2022 3:00,0,0.838268909,28.69,1.06023483,0,1.06023483
1/3/2022 4:00,1.108128981,0.838268909,31.66,1.108128981,0,0
1/3/2022 5:00,1.40017921,0.781148858,31.66,1.40017921,0,0
1/3/2022 6:00,0,0.708974672,27.799,2.123150517,0,2.123150517
1/3/2022 7:00,0,0.708974672,27.799,2.743308596,0,2.743308596
1/3/2022 8:00,-5.645891364,0.708974672,8.597,2.608441117,0,8.254332481
1/3/2022 9:00,-0.564589136,0.970897467,8.597,2.22306966,0,2.787658796
1/3/2022 10:00,0,0.997089747,16.438,2.087900937,0,2.087900937
1/3/2022 11:00,0,0.997089747,16.438,1.981107879,0,1.981107879
1/3/2022 12:00,0,0.997089747,26.242,1.898162518,0,1.898162518
1/3/2022 13:00,0,0.997089747,26.242,1.832109057,0,1.832109057
1/3/2022 14:00,0,0.997089747,27.35,1.803317595,0,1.803317595
1/3/2022 15:00,0,0.997089747,27.35,1.90923149,0,1.90923149
1/3/2022 16:00,0,0.997089747,23.22,2.341032843,0,2.341032843
1/3/2022 17:00,0,0.997089747,23.22,3.16305772,0,3.16305772
1/3/2022 18:00,0,0.997089747,28.935,3.761376201,0,3.761376201
1/3/2022 19:00,0,0.997089747,28.935,3.765428252,0,3.765428252
1/3/2022 20:00,0,0.997089747,29.68,3.475145823,0,3.475145823
1/3/2022 21:00,3.153540449,0.997089747,29.68,3.153540449,0,0
1/3/2022 22:00,-3.209999362,0.834536115,14.32,2.586307257,0,5.79630662
1/3/2022 23:00,-0.320999936,0.983453612,14.32,2.021943374,0,2.34294331
1/4/2022 0:00,0,0.998345361,3.09,1.451035158,0,1.451035158
1/4/2022 1:00,0,0.998345361,3.09,1.208794742,0,1.208794742
1/4/2022 2:00,0,0.998345361,-3.29,1.124568636,0,1.124568636
1/4/2022 3:00,0,0.998345361,-3.29,1.117963702,0,1.117963702
1/4/2022 4:00,0,0.998345361,3.56,1.16720208,0,1.16720208
1/4/2022 5:00,0,0.998345361,3.56,1.460382204,0,1.460382204
1/4/2022 6:00,0,0.998345361,8.276,2.183541627,0,2.183541627
1/4/2022 7:00,0,0.998345361,8.276,2.793752836,0,2.793752836
1/4/2022 8:00,0,0.998345361,10.475,2.645646547,0,2.645646547
1/4/2022 9:00,0,0.998345361,10.475,2.271201637,0,2.271201637
1/4/2022 10:00,0,0.998345361,25.569,2.112349211,0,2.112349211
1/4/2022 11:00,0,0.998345361,25.569,1.974745166,0,1.974745166
1/4/2022 12:00,0,0.998345361,27.93,1.899413022,0,1.899413022
1/4/2022 13:00,0,0.998345361,27.93,1.807412543,0,1.807412543
1/4/2022 14:00,0,0.998345361,32.43,1.735170521,0,1.735170521
1/4/2022 15:00,0,0.998345361,32.43,1.835388361,0,1.835388361
1/4/2022 16:00,2.244356819,0.998345361,37.41,2.244356819,0,0
1/4/2022 17:00,3.076935796,0.882656865,37.41,3.076935796,0,0
1/4/2022 18:00,3.698960084,0.724051927,35.48,3.698960084,0,0
1/4/2022 19:00,3.71621318,0.533383882,35.48,3.71621318,0,0
1/4/2022 20:00,-6,0.341826501,33,3.432397779,0,9.432397779
1/4/2022 21:00,-6,0.620177017,33,3.11229415,0,9.11229415
1/4/2022 22:00,-1.968565872,0.898527532,34.63,2.56582076,0,4.534386632
1/4/2022 23:00,0,0.989852753,34.63,2.018210801,0,2.018210801
1/5/2022 0:00,1.461811096,0.989852753,30.74,1.461811096,0,0
1/5/2022 1:00,1.238337325,0.914501666,30.74,1.238337325,0,0
1/5/2022 2:00,1.157936524,0.850669845,24.41,1.157936524,0,0
1/5/2022 3:00,1.15480752,0.790982395,24.41,1.15480752,0,0
1/5/2022 4:00,0,0.731456234,17.59,1.206716305,0,1.206716305
1/5/2022 5:00,0,0.731456234,17.59,1.516464589,0,1.516464589
1/5/2022 6:00,0,0.731456234,18.176,2.27266611,0,2.27266611
1/5/2022 7:00,0,0.731456234,18.176,2.824520683,0,2.824520683
1/5/2022 8:00,-5.209749053,0.731456234,9.936,2.725518318,0,7.93526737
1/5/2022 9:00,0,0.973145623,9.936,2.35998297,0,2.35998297
1/5/2022 10:00,0,0.973145623,15.71,2.203880582,0,2.203880582
1/5/2022 11:00,2.043478224,0.973145623,15.71,2.043478224,0,0
1/5/2022 12:00,-2.564453129,0.867811694,6.691,1.935632274,0,4.500085403
1/5/2022 13:00,-0.256445313,0.986781169,6.691,1.895868942,0,2.152314255
1/5/2022 14:00,-0.025644531,0.998678117,3.424,1.851535067,0,1.877179598
1/5/2022 15:00,-0.002564453,0.999867812,3.424,2.008516221,0,2.011080674
1/5/2022 16:00,0,0.999986781,8.434,2.443604534,0,2.443604534
1/5/2022 17:00,0,0.999986781,8.434,3.292031609,0,3.292031609
1/5/2022 18:00,0,0.999986781,19.479,3.910294449,0,3.910294449
1/5/2022 19:00,0,0.999986781,19.479,3.954376023,0,3.954376023
1/5/2022 20:00,0,0.999986781,26.862,3.67567375,0,3.67567375
1/5/2022 21:00,0,0.999986781,26.862,3.360416576,0,3.360416576
1/5/2022 22:00,0,0.999986781,31.21,2.818371058,0,2.818371058
1/5/2022 23:00,0,0.999986781,31.21,2.249796773,0,2.249796773
1/6/2022 0:00,1.664956574,0.999986781,34.53,1.664956574,0,0
1/6/2022 1:00,0,0.914164277,34.53,1.416536911,0,1.416536911
1/6/2022 2:00,-1.665213019,0.914164277,30.13,1.327886671,0,2.993099691
1/6/2022 3:00,0,0.991416428,30.13,1.317944466,0,1.317944466
1/6/2022 4:00,0,0.991416428,33.26,1.365373601,0,1.365373601
1/6/2022 5:00,0,0.991416428,33.26,1.659335116,0,1.659335116
1/6/2022 6:00,2.389316896,0.991416428,45.988,2.389316896,0,0
1/6/2022 7:00,2.974319454,0.868255763,45.988,2.974319454,0,0
1/6/2022 8:00,2.860924333,0.714940327,37.101,2.860924333,0,0
1/6/2022 9:00,2.485778219,0.567470001,37.101,2.485778219,0,0
1/6/2022 10:00,0,0.439337103,33.35,2.331308744,0,2.331308744
1/6/2022 11:00,0,0.439337103,33.35,2.166018757,0,2.166018757
1/6/2022 12:00,0,0.439337103,28.86,2.016514267,0,2.016514267
1/6/2022 13:00,0,0.439337103,28.86,1.893422938,0,1.893422938
1/6/2022 14:00,0,0.439337103,28.35,1.826802811,0,1.826802811
1/6/2022 15:00,0,0.439337103,28.35,1.932305771,0,1.932305771
1/6/2022 16:00,0,0.439337103,29.52,2.361711149,0,2.361711149
1/6/2022 17:00,0,0.439337103,29.52,3.210343725,0,3.210343725
1/6/2022 18:00,0,0.439337103,24.02,3.822138834,0,3.822138834
1/6/2022 19:00,0,0.439337103,24.02,3.844328567,0,3.844328567
1/6/2022 20:00,-6,0.439337103,22.25,3.563104871,0,9.563104871
1/6/2022 21:00,-5.476860205,0.717687618,22.25,3.246300957,0,8.723161161
1/6/2022 22:00,-0.54768602,0.971768762,19.62,2.68584075,0,3.23352677
1/6/2022 23:00,-0.054768602,0.997176876,19.62,2.121003884,0,2.175772486
1/7/2022 0:00,0,0.999717688,21.04,1.574844897,0,1.574844897
1/7/2022 1:00,0,0.999717688,21.04,1.324559621,0,1.324559621
1/7/2022 2:00,0,0.999717688,25.84,1.234446501,0,1.234446501
1/7/2022 3:00,0,0.999717688,25.84,1.221929111,0,1.221929111
1/7/2022 4:00,0,0.999717688,32.3,1.277091175,0,1.277091175
1/7/2022 5:00,0,0.999717688,32.3,1.583511893,0,1.583511893
1/7/2022 6:00,2.354882242,0.999717688,36.45,2.354882242,0,0
1/7/2022 7:00,2.995441635,0.878332005,36.45,2.995441635,0,0
1/7/2022 8:00,0,0.723927797,33.95,2.831906583,0,2.831906583
1/7/2022 9:00,0,0.723927797,33.95,2.418290643,0,2.418290643
1/7/2022 10:00,2.271119063,0.723927797,36.17,2.271119063,0,0
1/7/2022 11:00,2.160384434,0.606859804,36.17,2.160384434,0,0
1/7/2022 12:00,0,0.495499782,35.32,2.037549488,0,2.037549488
1/7/2022 13:00,0,0.495499782,35.32,1.962237291,0,1.962237291
1/7/2022 14:00,0,0.495499782,27.67,1.913771736,0,1.913771736
1/7/2022 15:00,0,0.495499782,27.67,2.001584599,0,2.001584599
1/7/2022 16:00,0,0.495499782,27.67,2.416657424,0,2.416657424
1/7/2022 17:00,0,0.495499782,27.67,3.267142264,0,3.267142264
1/7/2022 18:00,0,0.495499782,28.56,3.875919503,0,3.875919503
1/7/2022 19:00,0,0.495499782,28.56,3.896238369,0,3.896238369
1/7/2022 20:00,-6,0.495499782,25.45,3.60214733,0,9.60214733
1/7/2022 21:00,-4.387304234,0.773850297,25.45,3.266680166,0,7.6539844
1/7/2022 22:00,-0.438730423,0.97738503,17.77,2.679743816,0,3.118474239
1/7/2022 23:00,-0.043873042,0.997738503,17.77,2.094096121,0,2.137969163
1/8/2022 0:00,0,0.99977385,-5.04,1.487367144,0,1.487367144
1/8/2022 1:00,0,0.99977385,-5.04,1.233647624,0,1.233647624
1/8/2022 2:00,0,0.99977385,-3.63,1.147416012,0,1.147416012
1/8/2022 3:00,0,0.99977385,-3.63,1.168956733,0,1.168956733
1/8/2022 4:00,0,0.99977385,14.81,1.226279153,0,1.226279153
1/8/2022 5:00,0,0.99977385,14.81,1.558013544,0,1.558013544
1/8/2022 6:00,2.366431584,0.99977385,29.49,2.366431584,0,0
1/8/2022 7:00,2.944572707,0.877792841,29.49,2.944572707,0,0
1/8/2022 8:00,-5.315391596,0.726010742,24.8,2.802202923,0,8.117594519
1/8/2022 9:00,-0.53153916,0.972601074,24.8,2.391575361,0,2.92311452
1/8/2022 10:00,0,0.997260107,26.94,2.245165304,0,2.245165304
1/8/2022 11:00,0,0.997260107,26.94,2.089848088,0,2.089848088
1/8/2022 12:00,0,0.997260107,26.68,1.954787092,0,1.954787092
1/8/2022 13:00,0,0.997260107,26.68,1.866783244,0,1.866783244
1/8/2022 14:00,0,0.997260107,26.82,1.802913318,0,1.802913318
1/8/2022 15:00,0,0.997260107,26.82,1.88087203,0,1.88087203
1/8/2022 16:00,0,0.997260107,31.61,2.331467331,0,2.331467331
1/8/2022 17:00,0,0.997260107,31.61,3.1748187,0,3.1748187
1/8/2022 18:00,3.802215413,0.997260107,34.16,3.802215413,0,0
1/8/2022 19:00,3.833299674,0.801269622,34.16,3.833299674,0,0
1/8/2022 20:00,0,0.603676855,33.76,3.544100938,0,3.544100938
1/8/2022 21:00,0,0.603676855,33.76,3.21684722,0,3.21684722
1/8/2022 22:00,-6,0.603676855,29.27,2.643525355,0,8.643525355
1/8/2022 23:00,-2.288669003,0.882027371,29.27,2.058397329,0,4.347066332
1/9/2022 0:00,1.434766321,0.988202737,32.04,1.434766321,0,0
1/9/2022 1:00,1.210313813,0.91424571,32.04,1.210313813,0,0
1/9/2022 2:00,0,0.8518584,30.02,1.112116482,0,1.112116482
1/9/2022 3:00,0,0.8518584,30.02,1.096392019,0,1.096392019
1/9/2022 4:00,1.11675688,0.8518584,33.42,1.11675688,0,0
1/9/2022 5:00,1.403059059,0.794293613,33.42,1.403059059,0,0
1/9/2022 6:00,0,0.721970981,28.96,2.147600194,0,2.147600194
1/9/2022 7:00,0,0.721970981,28.96,2.707160553,0,2.707160553
1/9/2022 8:00,0,0.721970981,27.317,2.562052277,0,2.562052277
1/9/2022 9:00,0,0.721970981,27.317,2.149493381,0,2.149493381
1/9/2022 10:00,0,0.721970981,24.767,1.995080118,0,1.995080118
1/9/2022 11:00,0,0.721970981,24.767,1.868146801,0,1.868146801
1/9/2022 12:00,-5.393762973,0.721970981,14.976,1.741074441,0,7.134837414
1/9/2022 13:00,-0.539376297,0.972197098,14.976,1.641696384,0,2.181072681
1/9/2022 14:00,-0.05393763,0.99721971,14.303,1.578358609,0,1.632296239
1/9/2022 15:00,-0.005393763,0.999721971,14.303,1.677367575,0,1.682761338
1/9/2022 16:00,0,0.999972197,25.74,2.129498068,0,2.129498068
1/9/2022 17:00,0,0.999972197,25.74,3.011839864,0,3.011839864
1/9/2022 18:00,0,0.999972197,34.378,3.623685456,0,3.623685456
1/9/2022 19:00,3.646180538,0.999972197,34.378,3.646180538,0,0
1/9/2022 20:00,0,0.812024747,24.392,3.368161875,0,3.368161875
1/9/2022 21:00,-3.646719914,0.812024747,24.392,3.050398827,0,6.697118741
1/9/2022 22:00,0,0.981202475,34.44,2.503988142,0,2.503988142
1/9/2022 23:00,0,0.981202475,34.44,1.958531443,0,1.958531443
1/10/2022 0:00,0,0.981202475,33.67,1.404202167,0,1.404202167
1/10/2022 1:00,0,0.981202475,33.67,1.18284551,0,1.18284551
1/10/2022 2:00,0,0.981202475,33.31,1.118077037,0,1.118077037
1/10/2022 3:00,0,0.981202475,33.31,1.114638492,0,1.114638492
1/10/2022 4:00,0,0.981202475,34.08,1.179162152,0,1.179162152
1/10/2022 5:00,0,0.981202475,34.08,1.476568784,0,1.476568784
1/10/2022 6:00,0,0.981202475,35.911,2.188338894,0,2.188338894
1/10/2022 7:00,0,0.981202475,35.911,2.797131015,0,2.797131015
1/10/2022 8:00,0,0.981202475,32.54,2.630782394,0,2.630782394
1/10/2022 9:00,0,0.981202475,32.54,2.202947844,0,2.202947844
1/10/2022 10:00,0,0.981202475,34.164,2.059480387,0,2.059480387
1/10/2022 11:00,0,0.981202475,34.164,1.929626262,0,1.929626262
1/10/2022 12:00,0,0.981202475,36.73,1.811046982,0,1.811046982
1/10/2022 13:00,0,0.981202475,36.73,1.71605405,0,1.71605405
1/10/2022 14:00,0,0.981202475,35.18,1.662672691,0,1.662672691
1/10/2022 15:00,0,0.981202475,35.18,1.765646609,0,1.765646609
1/10/2022 16:00,2.199412553,0.981202475,41.538,2.199412553,0,0
1/10/2022 17:00,3.047617649,0.867830694,41.538,3.047617649,0,0
1/10/2022 18:00,3.681947936,0.710737,42.411,3.681947936,0,0
1/10/2022 19:00,3.719815713,0.52094587,42.411,3.719815713,0,0
1/10/2022 20:00,-6,0.329202792,27.37,3.448770895,0,9.448770895
1/10/2022 21:00,-6,0.607553307,27.37,3.143985929,0,9.143985929
1/10/2022 22:00,-2.213465843,0.885903823,11.61,2.58338126,0,4.796847103
1/10/2022 23:00,-0.221346584,0.988590382,11.61,2.022631971,0,2.243978555
1/11/2022 0:00,0,0.998859038,7.06,1.451897773,0,1.451897773
1/11/2022 1:00,0,0.998859038,7.06,1.213359144,0,1.213359144
1/11/2022 2:00,0,0.998859038,6.36,1.132916954,0,1.132916954
1/11/2022 3:00,0,0.998859038,6.36,1.126168161,0,1.126168161
1/11/2022 4:00,0,0.998859038,25.34,1.177612922,0,1.177612922
1/11/2022 5:00,0,0.998859038,25.34,1.47529766,0,1.47529766
1/11/2022 6:00,2.204623649,0.998859038,35.37,2.204623649,0,0
1/11/2022 7:00,2.79451156,0.885218644,35.37,2.79451156,0,0
1/11/2022 8:00,0,0.741171656,26.95,2.662745433,0,2.662745433
1/11/2022 9:00,0,0.741171656,26.95,2.236660646,0,2.236660646
1/11/2022 10:00,0,0.741171656,28.88,2.091571721,0,2.091571721
1/11/2022 11:00,0,0.741171656,28.88,1.958620716,0,1.958620716
1/11/2022 12:00,1.840398818,0.741171656,29.4,1.840398818,0,0
1/11/2022 13:00,1.741924378,0.646305738,29.4,1.741924378,0,0
1/11/2022 14:00,0,0.556515822,28.266,1.688865249,0,1.688865249
1/11/2022 15:00,0,0.556515822,28.266,1.793286056,0,1.793286056
1/11/2022 16:00,0,0.556515822,27.572,2.226778062,0,2.226778062
1/11/2022 17:00,0,0.556515822,27.572,3.071527758,0,3.071527758
1/11/2022 18:00,0,0.556515822,26.162,3.689324802,0,3.689324802
1/11/2022 19:00,0,0.556515822,26.162,3.712473359,0,3.712473359
1/11/2022 20:00,-6,0.556515822,19.25,3.423067737,0,9.423067737
1/11/2022 21:00,-3.203593062,0.834866337,19.25,3.1047262,0,6.308319262
1/11/2022 22:00,-0.320359306,0.983486634,5.48,2.545870776,0,2.866230082
1/11/2022 23:00,-0.032035931,0.998348663,5.48,1.984377696,0,2.016413626
1/12/2022 0:00,0,0.999834866,4.04,1.412464746,0,1.412464746
1/12/2022 1:00,0,0.999834866,4.04,1.172514266,0,1.172514266
1/12/2022 2:00,0,0.999834866,9.38,1.088741772,0,1.088741772
1/12/2022 3:00,0,0.999834866,9.38,1.073915767,0,1.073915767
1/12/2022 4:00,0,0.999834866,15.76,1.120037686,0,1.120037686
1/12/2022 5:00,0,0.999834866,15.76,1.413284856,0,1.413284856
1/12/2022 6:00,2.14098002,0.999834866,21.561,2.14098002,0,0
1/12/2022 7:00,2.751481602,0.889475071,21.561,2.751481602,0,0
1/12/2022 8:00,0,0.747646123,15.194,2.567445772,0,2.567445772
1/12/2022 9:00,0,0.747646123,15.194,2.159552868,0,2.159552868
1/12/2022 10:00,0,0.747646123,20.705,2.012534717,0,2.012534717
1/12/2022 11:00,0,0.747646123,20.705,1.88009026,0,1.88009026
1/12/2022 12:00,-4.895665215,0.747646123,12.979,1.764711436,0,6.660376651
1/12/2022 13:00,0,0.974764612,12.979,1.688454046,0,1.688454046
1/12/2022 14:00,0,0.974764612,20.447,1.642199177,0,1.642199177
1/12/2022 15:00,0,0.974764612,20.447,1.771551849,0,1.771551849
1/12/2022 16:00,2.21359045,0.974764612,21.96,2.21359045,0,0
1/12/2022 17:00,3.076199293,0.860662012,21.96,3.076199293,0,0
1/12/2022 18:00,0,0.702095038,17.714,3.677815214,0,3.677815214
1/12/2022 19:00,0,0.702095038,17.714,3.704729192,0,3.704729192
1/12/2022 20:00,-5.779356265,0.702095038,7.184,3.429674857,0,9.209031121
1/12/2022 21:00,-0.577935626,0.970209504,7.184,3.121597963,0,3.699533589
1/12/2022 22:00,-0.057793563,0.99702095,-1.11,2.562915012,0,2.620708575
1/12/2022 23:00,-0.005779356,0.999702095,-1.11,1.995259754,0,2.00103911
1/13/2022 0:00,0,0.99997021,2.18,1.436338088,0,1.436338088
1/13/2022 1:00,0,0.99997021,2.18,1.1951084,0,1.1951084
1/13/2022 2:00,0,0.99997021,3.3,1.11435515,0,1.11435515
1/13/2022 3:00,0,0.99997021,3.3,1.0983408,0,1.0983408
1/13/2022 4:00,0,0.99997021,4.5,1.149797299,0,1.149797299
1/13/2022 5:00,0,0.99997021,4.5,1.478586886,0,1.478586886
1/13/2022 6:00,2.238192143,0.99997021,16.462,2.238192143,0,0
1/13/2022 7:00,2.78681528,0.88459948,16.462,2.78681528,0,0
1/13/2022 8:00,-5.025585359,0.740949208,8.577,2.652529216,0,7.678114574
1/13/2022 9:00,-0.502558536,0.974094921,8.577,2.277582565,0,2.7801411
1/13/2022 10:00,0,0.997409492,10.853,2.128585862,0,2.128585862
1/13/2022 11:00,-0.050255854,0.997409492,10.853,2.014652151,0,2.064908004
1/13/2022 12:00,0,0.999740949,14.776,1.886637198,0,1.886637198
1/13/2022 13:00,0,0.999740949,14.776,1.839386736,0,1.839386736
1/13/2022 14:00,0,0.999740949,24.54,1.788092017,0,1.788092017
1/13/2022 15:00,0,0.999740949,24.54,1.897213821,0,1.897213821
1/13/2022 16:00,0,0.999740949,32.53,2.355931543,0,2.355931543
1/13/2022 17:00,0,0.999740949,32.53,3.219943816,0,3.219943816
1/13/2022 18:00,3.879604929,0.999740949,42.181,3.879604929,0,0
1/13/2022 19:00,3.89838164,0.799761314,42.181,3.89838164,0,0
1/13/2022 20:00,0,0.598813806,38.29,3.643337384,0,3.643337384
1/13/2022 21:00,0,0.598813806,38.29,3.326476349,0,3.326476349
1/13/2022 22:00,-6,0.598813806,34.32,2.788269618,0,8.788269618
1/13/2022 23:00,-2.383012155,0.877164322,34.32,2.252814201,0,4.635826355
1/14/2022 0:00,0,0.987716432,31.43,1.686613524,0,1.686613524
1/14/2022 1:00,0,0.987716432,31.43,1.428291618,0,1.428291618
1/14/2022 2:00,1.33603047,0.987716432,32.52,1.33603047,0,0
1/14/2022 3:00,1.325080259,0.918848882,32.52,1.325080259,0,0
1/14/2022 4:00,-2.899411944,0.850545776,23.6,1.380231165,0,4.279643109
1/14/2022 5:00,0,0.985054578,23.6,1.699140388,0,1.699140388
1/14/2022 6:00,0,0.985054578,29.24,2.482542995,0,2.482542995
1/14/2022 7:00,0,0.985054578,29.24,3.097050074,0,3.097050074
1/14/2022 8:00,0,0.985054578,28.17,3.000487757,0,3.000487757
1/14/2022 9:00,0,0.985054578,28.17,2.630994386,0,2.630994386
1/14/2022 10:00,2.460998337,0.985054578,32.37,2.460998337,0,0
1/14/2022 11:00,2.278313234,0.858198993,32.37,2.278313234,0,0
1/14/2022 12:00,0,0.740760167,28.45,2.138048494,0,2.138048494
1/14/2022 13:00,0,0.740760167,28.45,2.014455115,0,2.014455115
1/14/2022 14:00,0,0.740760167,5.52,1.948159342,0,1.948159342
1/14/2022 15:00,0,0.740760167,5.52,2.047433374,0,2.047433374
1/14/2022 16:00,0,0.740760167,8.61,2.483839738,0,2.483839738
1/14/2022 17:00,0,0.740760167,8.61,3.360572423,0,3.360572423
1/14/2022 18:00,0,0.740760167,7.72,3.998425806,0,3.998425806
1/14/2022 19:00,0,0.740760167,7.72,4.038472323,0,4.038472323
1/14/2022 20:00,-5.029252766,0.740760167,2.32,3.774910267,0,8.804163033
1/14/2022 21:00,-0.502925277,0.974076017,2.32,3.443433478,0,3.946358754
1/14/2022 22:00,-0.050292528,0.997407602,-3.25,2.878008865,0,2.928301392
1/14/2022 23:00,-0.005029253,0.99974076,-3.25,2.287890887,0,2.29292014
1/15/2022 0:00,1.681726889,0.999974076,-7.35,1.681726889,0,0
1/15/2022 1:00,1.428244344,0.913287123,-7.35,1.428244344,0,0
1/15/2022 2:00,-3.110474158,0.839666281,-21.1,1.335952016,0,4.446426174
1/15/2022 3:00,-0.311047416,0.983966628,-21.1,1.325008093,0,1.636055509
1/15/2022 4:00,1.380253219,0.998396663,-7.79,1.380253219,0,0
1/15/2022 5:00,-1.411357961,0.92724959,-7.79,1.699452452,0,3.110810413
1/15/2022 6:00,2.483399232,0.992724959,-4.84,2.483399232,0,0
1/15/2022 7:00,-2.624535028,0.864714689,-4.84,3.098064175,0,5.722599203
1/15/2022 8:00,0,0.986471469,9.06,2.994123519,0,2.994123519
1/15/2022 9:00,0,0.986471469,9.06,2.574042047,0,2.574042047
1/15/2022 10:00,0,0.986471469,13.82,2.420271293,0,2.420271293
1/15/2022 11:00,0,0.986471469,13.82,2.252512034,0,2.252512034
1/15/2022 12:00,0,0.986471469,18.81,2.122131342,0,2.122131342
1/15/2022 13:00,0,0.986471469,18.81,2.031767842,0,2.031767842
1/15/2022 14:00,0,0.986471469,25.23,1.961442275,0,1.961442275
1/15/2022 15:00,0,0.986471469,25.23,2.062956652,0,2.062956652
1/15/2022 16:00,0,0.986471469,33.8,2.501457306,0,2.501457306
1/15/2022 17:00,0,0.986471469,33.8,3.362426335,0,3.362426335
1/15/2022 18:00,0,0.986471469,34.48,4.01556656,0,4.01556656
1/15/2022 19:00,0,0.986471469,34.48,4.052446765,0,4.052446765
1/15/2022 20:00,0,0.986471469,31.38,3.788222718,0,3.788222718
1/15/2022 21:00,0,0.986471469,31.38,3.459235821,0,3.459235821
1/15/2022 22:00,0,0.986471469,30.97,2.880139021,0,2.880139021
1/15/2022 23:00,0,0.986471469,30.97,2.304363638,0,2.304363638
1/16/2022 0:00,0,0.986471469,22.87,1.666214494,0,1.666214494
1/16/2022 1:00,0,0.986471469,22.87,1.41686618,0,1.41686618
1/16/2022 2:00,0,0.986471469,19.7,1.327925584,0,1.327925584
1/16/2022 3:00,0,0.986471469,19.7,1.318068863,0,1.318068863
1/16/2022 4:00,1.36627897,0.986471469,30.09,1.36627897,0,0
1/16/2022 5:00,1.663506167,0.916044718,30.09,1.663506167,0,0
1/16/2022 6:00,2.399636005,0.830296977,35,2.399636005,0,0
1/16/2022 7:00,2.98650773,0.7066044,35,2.98650773,0,0
1/16/2022 8:00,0,0.552660702,27.97,2.872757275,0,2.872757275
