Start Datetime (hb),BATTERY: es Power (kW),BATTERY: es SOC (%),LOAD: Site Load Original Load (kW),Net Load with Export (kW),PV: solar1 Electric Generation (kW),DR Event (y/n),System Load (kW),Net Grid Import (kW),PV excess generation (kW),PV Grid Export (kW)
1/1/2022 0:00,0,1,1.241092488,1.241092488,0,FALSE,"30,252,629",1.241092488,0,0
1/1/2022 1:00,0,1,0.996146592,0.996146592,0,FALSE,"30,241,312",0.996146592,0,0
1/1/2022 2:00,0,1,0.914302947,0.914302947,0,FALSE,"30,130,350",0.914302947,0,0
1/1/2022 3:00,0,1,0.911195069,0.911195069,0,FALSE,"29,876,031",0.911195069,0,0
1/1/2022 4:00,0,1,0.969012115,0.969012115,0,FALSE,"30,040,023",0.969012115,0,0
1/1/2022 5:00,0,1,1.299662154,1.299662154,0,FALSE,"30,522,870",1.299662154,0,0
1/1/2022 6:00,0,1,2.068527756,2.068527756,0,FALSE,"31,206,870",2.068527756,0,0
1/1/2022 7:00,0,1,2.666347433,2.666347433,0,FALSE,"31,739,123",2.666347433,0,0
1/1/2022 8:00,0,1,2.565673791,1.998055292,0.567618499,FALSE,"31,978,644",1.998055292,0,0
1/1/2022 9:00,0,1,2.177043357,0.962268355,1.214775002,FALSE,"32,490,338",0.962268355,0,0
1/1/2022 10:00,0,1,2.011940125,-0.284248378,2.296188503,FALSE,"32,957,395",0,0.284248378,0.284248378
1/1/2022 11:00,0,1,1.908665176,-0.584531327,2.493196503,FALSE,"33,029,236",0,0.584531327,0.584531327
1/1/2022 12:00,0,1,1.785041151,-0.214003351,1.999044502,FALSE,"32,921,907",0,0.214003351,0.214003351
1/1/2022 13:00,0,1,1.696953455,-2.566712042,4.263665497,FALSE,"32,558,803",0,2.566712042,2.566712042
1/1/2022 14:00,0,1,1.651730671,-1.767253828,3.418984499,FALSE,"32,242,266",0,1.767253828,1.767253828
1/1/2022 15:00,0,1,1.750069885,0.055164883,1.694905002,FALSE,"32,228,906",0.055164883,0,0
1/1/2022 16:00,0,1,2.170273179,1.685889181,0.484383998,FALSE,"32,825,079",1.685889181,0,0
1/1/2022 17:00,0,1,2.977564018,2.977564018,0,FALSE,"34,278,858",2.977564018,0,0
1/1/2022 18:00,0,1,3.615268223,3.615268223,0,FALSE,"34,769,226",3.615268223,0,0
1/1/2022 19:00,0,1,3.631017227,3.631017227,0,FALSE,"34,505,146",3.631017227,0,0
1/1/2022 20:00,0,1,3.331458452,3.331458452,0,FALSE,"34,047,320",3.331458452,0,0
1/1/2022 21:00,0,1,2.989772358,2.989772358,0,FALSE,"33,258,734",2.989772358,0,0
1/1/2022 22:00,0,1,2.408799084,2.408799084,0,FALSE,"32,153,121",2.408799084,0,0
1/1/2022 23:00,0,1,1.846738443,1.846738443,0,FALSE,"31,115,028",1.846738443,0,0
1/2/2022 0:00,0,1,1.257961757,1.257961757,0,FALSE,"30,396,007",1.257961757,0,0
1/2/2022 1:00,0,1,1.041901386,1.041901386,0,FALSE,"30,027,168",1.041901386,0,0
1/2/2022 2:00,0,1,0.975919846,0.975919846,0,FALSE,"29,930,473",0.975919846,0,0
1/2/2022 3:00,0,1,0.989606011,0.989606011,0,FALSE,"30,064,933",0.989606011,0,0
1/2/2022 4:00,0,1,1.059010677,1.059010677,0,FALSE,"30,527,742",1.059010677,0,0
1/2/2022 5:00,0,1,1.382274899,1.382274899,0,FALSE,"31,780,730",1.382274899,0,0
1/2/2022 6:00,0,1,2.145033266,2.145033266,0,FALSE,"33,570,730",2.145033266,0,0
1/2/2022 7:00,0,1,2.687958863,2.687958863,0,FALSE,"34,932,655",2.687958863,0,0
1/2/2022 8:00,0,1,2.571125587,1.129289086,1.441836501,FALSE,"35,061,675",1.129289086,0,0
1/2/2022 9:00,0,1,2.20978185,-0.811783648,3.021565498,FALSE,"35,130,167",0,0.811783648,0.811783648
1/2/2022 10:00,0,1,2.106806047,-2.080278953,4.187085,FALSE,"35,063,515",0,2.080278953,2.080278953
1/2/2022 11:00,0,1,2.029481688,-2.814480813,4.843962501,FALSE,"34,750,168",0,2.814480813,2.814480813
1/2/2022 12:00,0,1,1.913228004,-3.063367998,4.976596002,FALSE,"34,371,704",0,3.063367998,3.063367998
1/2/2022 13:00,0,1,1.843058893,-2.778626609,4.621685502,FALSE,"34,023,040",0,2.778626609,2.778626609
1/2/2022 14:00,0,1,1.80815031,-1.963202191,3.771352501,FALSE,"33,724,616",0,1.963202191,1.963202191
1/2/2022 15:00,0,1,1.914629562,-0.526537936,2.441167498,FALSE,"33,504,638",0,0.526537936,0.526537936
1/2/2022 16:00,0,1,2.332659251,1.516114753,0.816544498,FALSE,"33,872,961",1.516114753,0,0
1/2/2022 17:00,0,1,3.152395108,3.152395108,0,FALSE,"34,993,189",3.152395108,0,0
1/2/2022 18:00,0,1,3.748434221,3.748434221,0,FALSE,"35,596,905",3.748434221,0,0
1/2/2022 19:00,0,1,3.751450538,3.751450538,0,FALSE,"35,154,587",3.751450538,0,0
1/2/2022 20:00,0,1,3.454824848,3.454824848,0,FALSE,"34,587,603",3.454824848,0,0
1/2/2022 21:00,0,1,3.126430205,3.126430205,0,FALSE,"33,630,594",3.126430205,0,0
1/2/2022 22:00,0,1,2.553290087,2.553290087,0,FALSE,"32,189,470",2.553290087,0,0
1/2/2022 23:00,0,1,1.985679175,1.985679175,0,FALSE,"30,967,359",1.985679175,0,0
1/3/2022 0:00,0,1,1.406039109,1.406039109,0,FALSE,"30,267,689",1.406039109,0,0
1/3/2022 1:00,0,1,1.156047104,1.156047104,0,FALSE,"29,839,346",1.156047104,0,0
1/3/2022 2:00,0,1,1.069203219,1.069203219,0,FALSE,"29,696,303",1.069203219,0,0
1/3/2022 3:00,0,1,1.06023483,1.06023483,0,FALSE,"29,820,718",1.06023483,0,0
1/3/2022 4:00,0,1,1.108128981,1.108128981,0,FALSE,"30,284,067",1.108128981,0,0
1/3/2022 5:00,0,1,1.40017921,1.40017921,0,FALSE,"31,424,248",1.40017921,0,0
1/3/2022 6:00,0,1,2.123150517,2.123150517,0,FALSE,"33,309,828",2.123150517,0,0
1/3/2022 7:00,0,1,2.743308596,2.743308596,0,FALSE,"34,624,214",2.743308596,0,0
1/3/2022 8:00,0,1,2.608441117,1.881690617,0.7267505,FALSE,"34,525,532",1.881690617,0,0
1/3/2022 9:00,0,1,2.22306966,1.812731662,0.410337998,FALSE,"34,163,559",1.812731662,0,0
1/3/2022 10:00,0,1,2.087900937,0.260893937,1.827007,FALSE,"33,789,698",0.260893937,0,0
1/3/2022 11:00,0,1,1.981107879,0.468878881,1.512228998,FALSE,"33,338,431",0.468878881,0,0
1/3/2022 12:00,0,1,1.898162518,-0.090166979,1.988329497,FALSE,"32,849,247",0,0.090166979,0.090166979
1/3/2022 13:00,0,1,1.832109057,-0.165097441,1.997206498,FALSE,"32,511,242",0,0.165097441,0.165097441
1/3/2022 14:00,0,1,1.803317595,0.375909095,1.4274085,FALSE,"31,981,519",0.375909095,0,0
1/3/2022 15:00,0,1,1.90923149,0.962846491,0.946384999,FALSE,"31,808,600",0.962846491,0,0
1/3/2022 16:00,0,1,2.341032843,1.792256846,0.548775997,FALSE,"32,108,895",1.792256846,0,0
1/3/2022 17:00,0,1,3.16305772,3.16305772,0,FALSE,"33,295,174",3.16305772,0,0
1/3/2022 18:00,0,1,3.761376201,3.761376201,0,FALSE,"33,958,515",3.761376201,0,0
1/3/2022 19:00,0,1,3.765428252,3.765428252,0,FALSE,"33,712,461",3.765428252,0,0
1/3/2022 20:00,0,1,3.475145823,3.475145823,0,FALSE,"33,270,978",3.475145823,0,0
1/3/2022 21:00,0,1,3.153540449,3.153540449,0,FALSE,"32,417,578",3.153540449,0,0
1/3/2022 22:00,0,1,2.586307257,2.586307257,0,FALSE,"31,175,987",2.586307257,0,0
1/3/2022 23:00,0,1,2.021943374,2.021943374,0,FALSE,"30,062,913",2.021943374,0,0
1/4/2022 0:00,0,1,1.451035158,1.451035158,0,FALSE,"29,369,553",1.451035158,0,0
1/4/2022 1:00,0,1,1.208794742,1.208794742,0,FALSE,"29,108,441",1.208794742,0,0
1/4/2022 2:00,0,1,1.124568636,1.124568636,0,FALSE,"28,987,696",1.124568636,0,0
1/4/2022 3:00,0,1,1.117963702,1.117963702,0,FALSE,"29,113,292",1.117963702,0,0
1/4/2022 4:00,0,1,1.16720208,1.16720208,0,FALSE,"29,586,706",1.16720208,0,0
1/4/2022 5:00,0,1,1.460382204,1.460382204,0,FALSE,"30,729,817",1.460382204,0,0
1/4/2022 6:00,0,1,2.183541627,2.183541627,0,FALSE,"32,367,787",2.183541627,0,0
1/4/2022 7:00,0,1,2.793752836,2.793752836,0,FALSE,"33,629,021",2.793752836,0,0
1/4/2022 8:00,0,1,2.645646547,1.851029549,0.794616998,FALSE,"33,486,934",1.851029549,0,0
1/4/2022 9:00,0,1,2.271201637,-0.857929865,3.129131502,FALSE,"32,819,975",0,0.857929865,0.857929865
1/4/2022 10:00,0,1,2.112349211,-1.141587286,3.253936497,FALSE,"32,201,654",0,1.141587286,1.141587286
1/4/2022 11:00,0,1,1.974745166,-2.952455833,4.927200999,FALSE,"31,358,396",0,2.952455833,2.952455833
1/4/2022 12:00,0,1,1.899413022,-3.149351979,5.048765001,FALSE,"30,533,667",0,3.149351979,3.149351979
1/4/2022 13:00,0,1,1.807412543,-2.291738954,4.099151497,FALSE,"29,854,510",0,2.291738954,2.291738954
1/4/2022 14:00,0,1,1.735170521,-2.107497476,3.842667997,FALSE,"29,173,009",0,2.107497476,2.107497476
1/4/2022 15:00,0,1,1.835388361,-0.022815637,1.858203998,FALSE,"28,568,469",0,0.022815637,0.022815637
1/4/2022 16:00,0,1,2.244356819,1.603370319,0.6409865,FALSE,"28,560,342",1.603370319,0,0
1/4/2022 17:00,0,1,3.076935796,3.076935796,0,FALSE,"29,719,031",3.076935796,0,0
1/4/2022 18:00,0,1,3.698960084,3.698960084,0,FALSE,"30,767,091",3.698960084,0,0
1/4/2022 19:00,0,1,3.71621318,3.71621318,0,FALSE,"30,826,783",3.71621318,0,0
1/4/2022 20:00,0,1,3.432397779,3.432397779,0,FALSE,"30,726,811",3.432397779,0,0
1/4/2022 21:00,0,1,3.11229415,3.11229415,0,FALSE,"30,392,686",3.11229415,0,0
1/4/2022 22:00,0,1,2.56582076,2.56582076,0,FALSE,"29,737,687",2.56582076,0,0
1/4/2022 23:00,0,1,2.018210801,2.018210801,0,FALSE,"28,910,113",2.018210801,0,0
1/5/2022 0:00,0,1,1.461811096,1.461811096,0,FALSE,"28,348,887",1.461811096,0,0
1/5/2022 1:00,0,1,1.238337325,1.238337325,0,FALSE,"27,902,326",1.238337325,0,0
1/5/2022 2:00,0,1,1.157936524,1.157936524,0,FALSE,"27,801,006",1.157936524,0,0
1/5/2022 3:00,0,1,1.15480752,1.15480752,0,FALSE,"27,992,309",1.15480752,0,0
1/5/2022 4:00,0,1,1.206716305,1.206716305,0,FALSE,"28,333,177",1.206716305,0,0
1/5/2022 5:00,0,1,1.516464589,1.516464589,0,FALSE,"28,941,651",1.516464589,0,0
1/5/2022 6:00,0,1,2.27266611,2.27266611,0,FALSE,"29,992,266",2.27266611,0,0
1/5/2022 7:00,0,1,2.824520683,2.824520683,0,FALSE,"30,812,761",2.824520683,0,0
1/5/2022 8:00,0,1,2.725518318,1.232914317,1.492604001,FALSE,"30,884,846",1.232914317,0,0
1/5/2022 9:00,0,1,2.35998297,-0.737067532,3.097050502,FALSE,"30,148,221",0,0.737067532,0.737067532
1/5/2022 10:00,0,1,2.203880582,-2.056183415,4.260063997,FALSE,"29,208,903",0,2.056183415,2.056183415
1/5/2022 11:00,0,1,2.043478224,-2.851190779,4.894669003,FALSE,"28,289,719",0,2.851190779,2.851190779
1/5/2022 12:00,0,1,1.935632274,-3.113291228,5.048923502,FALSE,"27,418,929",0,3.113291228,3.113291228
1/5/2022 13:00,0,1,1.895868942,-2.782704559,4.678573501,FALSE,"26,642,769",0,2.782704559,2.782704559
1/5/2022 14:00,0,1,1.851535067,-1.242782936,3.094318003,FALSE,"26,045,017",0,1.242782936,1.242782936
1/5/2022 15:00,0,1,2.008516221,-0.082625279,2.0911415,FALSE,"25,810,063",0,0.082625279,0.082625279
1/5/2022 16:00,0,1,2.443604534,1.664242034,0.7793625,FALSE,"25,951,799",1.664242034,0,0
1/5/2022 17:00,0,1,3.292031609,3.292031609,0,FALSE,"27,363,012",3.292031609,0,0
1/5/2022 18:00,0,1,3.910294449,3.910294449,0,FALSE,"28,594,900",3.910294449,0,0
1/5/2022 19:00,0,1,3.954376023,3.954376023,0,FALSE,"28,804,332",3.954376023,0,0
1/5/2022 20:00,0,1,3.67567375,3.67567375,0,FALSE,"28,880,504",3.67567375,0,0
1/5/2022 21:00,0,1,3.360416576,3.360416576,0,FALSE,"28,375,664",3.360416576,0,0
1/5/2022 22:00,0,1,2.818371058,2.818371058,0,FALSE,"27,783,110",2.818371058,0,0
1/5/2022 23:00,0,1,2.249796773,2.249796773,0,FALSE,"27,062,230",2.249796773,0,0
1/6/2022 0:00,0,1,1.664956574,1.664956574,0,FALSE,"26,386,542",1.664956574,0,0
1/6/2022 1:00,0,1,1.416536911,1.416536911,0,FALSE,"26,003,460",1.416536911,0,0
1/6/2022 2:00,0,1,1.327886671,1.327886671,0,FALSE,"25,854,866",1.327886671,0,0
1/6/2022 3:00,0,1,1.317944466,1.317944466,0,FALSE,"25,832,334",1.317944466,0,0
1/6/2022 4:00,0,1,1.365373601,1.365373601,0,FALSE,"26,076,027",1.365373601,0,0
1/6/2022 5:00,0,1,1.659335116,1.659335116,0,FALSE,"26,620,676",1.659335116,0,0
1/6/2022 6:00,0,1,2.389316896,2.389316896,0,FALSE,"27,274,922",2.389316896,0,0
1/6/2022 7:00,0,1,2.974319454,2.974319454,0,FALSE,"28,105,209",2.974319454,0,0
1/6/2022 8:00,0,1,2.860924333,1.73689283,1.124031503,FALSE,"28,472,815",1.73689283,0,0
1/6/2022 9:00,0,1,2.485778219,-0.24490678,2.730684999,FALSE,"28,449,966",0,0.24490678,0.24490678
1/6/2022 10:00,0,1,2.331308744,-1.781814256,4.113123,FALSE,"28,066,271",0,1.781814256,1.781814256
1/6/2022 11:00,0,1,2.166018757,-2.583797741,4.749816498,FALSE,"27,687,490",0,2.583797741,2.583797741
1/6/2022 12:00,0,1,2.016514267,-0.603437235,2.619951502,FALSE,"27,519,628",0,0.603437235,0.603437235
1/6/2022 13:00,0,1,1.893422938,-2.67208356,4.565506498,FALSE,"27,233,904",0,2.67208356,2.67208356
1/6/2022 14:00,0,1,1.826802811,-1.281422687,3.108225498,FALSE,"26,951,888",0,1.281422687,1.281422687
1/6/2022 15:00,0,1,1.932305771,0.14939427,1.782911501,FALSE,"26,926,573",0.14939427,0,0
1/6/2022 16:00,0,1,2.361711149,1.49597665,0.865734499,FALSE,"27,282,805",1.49597665,0,0
1/6/2022 17:00,0,1,3.210343725,3.210343725,0,FALSE,"28,566,303",3.210343725,0,0
1/6/2022 18:00,0,1,3.822138834,3.822138834,0,FALSE,"29,146,566",3.822138834,0,0
1/6/2022 19:00,0,1,3.844328567,3.844328567,0,FALSE,"28,938,759",3.844328567,0,0
1/6/2022 20:00,0,1,3.563104871,3.563104871,0,FALSE,"28,414,148",3.563104871,0,0
1/6/2022 21:00,0,1,3.246300957,3.246300957,0,FALSE,"27,583,969",3.246300957,0,0
1/6/2022 22:00,0,1,2.68584075,2.68584075,0,FALSE,"26,359,859",2.68584075,0,0
1/6/2022 23:00,0,1,2.121003884,2.121003884,0,FALSE,"25,213,583",2.121003884,0,0
1/7/2022 0:00,0,1,1.574844897,1.574844897,0,FALSE,"24,354,806",1.574844897,0,0
1/7/2022 1:00,0,1,1.324559621,1.324559621,0,FALSE,"23,994,156",1.324559621,0,0
1/7/2022 2:00,0,1,1.234446501,1.234446501,0,FALSE,"23,901,443",1.234446501,0,0
1/7/2022 3:00,0,1,1.221929111,1.221929111,0,FALSE,"23,955,585",1.221929111,0,0
1/7/2022 4:00,0,1,1.277091175,1.277091175,0,FALSE,"24,334,622",1.277091175,0,0
1/7/2022 5:00,0,1,1.583511893,1.583511893,0,FALSE,"25,666,908",1.583511893,0,0
1/7/2022 6:00,0,1,2.354882242,2.354882242,0,FALSE,"27,817,323",2.354882242,0,0
1/7/2022 7:00,0,1,2.995441635,2.995441635,0,FALSE,"29,178,686",2.995441635,0,0
1/7/2022 8:00,0,1,2.831906583,1.352259582,1.479647001,FALSE,"29,004,469",1.352259582,0,0
1/7/2022 9:00,0,1,2.418290643,-0.621124358,3.039415001,FALSE,"28,829,942",0,0.621124358,0.621124358
1/7/2022 10:00,0,1,2.271119063,-1.896272935,4.167391998,FALSE,"28,693,670",0,1.896272935,1.896272935
1/7/2022 11:00,0,1,2.160384434,-2.677591569,4.837976003,FALSE,"28,344,507",0,2.677591569,2.677591569
1/7/2022 12:00,0,1,2.037549488,-2.977967515,5.015517003,FALSE,"28,081,135",0,2.977967515,2.977967515
1/7/2022 13:00,0,1,1.962237291,-2.709281211,4.671518502,FALSE,"27,883,599",0,2.709281211,2.709281211
1/7/2022 14:00,0,1,1.913771736,-1.925376766,3.839148502,FALSE,"27,540,703",0,1.925376766,1.925376766
1/7/2022 15:00,0,1,2.001584599,0.290312596,1.711272003,FALSE,"27,304,257",0.290312596,0,0
1/7/2022 16:00,0,1,2.416657424,1.795139926,0.621517498,FALSE,"27,435,315",1.795139926,0,0
1/7/2022 17:00,0,1,3.267142264,3.267142264,0,FALSE,"28,432,977",3.267142264,0,0
1/7/2022 18:00,0,1,3.875919503,3.875919503,0,FALSE,"29,485,046",3.875919503,0,0
1/7/2022 19:00,0,1,3.896238369,3.896238369,0,FALSE,"29,282,203",3.896238369,0,0
1/7/2022 20:00,0,1,3.60214733,3.60214733,0,FALSE,"28,954,057",3.60214733,0,0
1/7/2022 21:00,0,1,3.266680166,3.266680166,0,FALSE,"28,263,126",3.266680166,0,0
1/7/2022 22:00,0,1,2.679743816,2.679743816,0,FALSE,"27,089,529",2.679743816,0,0
1/7/2022 23:00,0,1,2.094096121,2.094096121,0,FALSE,"26,069,780",2.094096121,0,0
1/8/2022 0:00,0,1,1.487367144,1.487367144,0,FALSE,"25,556,824",1.487367144,0,0
1/8/2022 1:00,0,1,1.233647624,1.233647624,0,FALSE,"25,373,014",1.233647624,0,0
1/8/2022 2:00,0,1,1.147416012,1.147416012,0,FALSE,"25,472,829",1.147416012,0,0
1/8/2022 3:00,0,1,1.168956733,1.168956733,0,FALSE,"25,754,644",1.168956733,0,0
1/8/2022 4:00,0,1,1.226279153,1.226279153,0,FALSE,"26,287,962",1.226279153,0,0
1/8/2022 5:00,0,1,1.558013544,1.558013544,0,FALSE,"27,589,268",1.558013544,0,0
1/8/2022 6:00,0,1,2.366431584,2.366431584,0,FALSE,"29,927,023",2.366431584,0,0
1/8/2022 7:00,0,1,2.944572707,2.944572707,0,FALSE,"31,345,640",2.944572707,0,0
1/8/2022 8:00,0,1,2.802202923,2.171174924,0.631027999,FALSE,"31,007,642",2.171174924,0,0
1/8/2022 9:00,0,1,2.391575361,0.906658361,1.484917,FALSE,"30,410,730",0.906658361,0,0
1/8/2022 10:00,0,1,2.245165304,0.446100806,1.799064498,FALSE,"29,962,873",0.446100806,0,0
1/8/2022 11:00,0,1,2.089848088,-0.223354909,2.313202997,FALSE,"29,647,115",0,0.223354909,0.223354909
1/8/2022 12:00,0,1,1.954787092,-0.886150406,2.840937498,FALSE,"29,375,282",0,0.886150406,0.886150406
1/8/2022 13:00,0,1,1.866783244,0.096576743,1.770206501,FALSE,"29,134,915",0.096576743,0,0
1/8/2022 14:00,0,1,1.802913318,0.855564818,0.9473485,FALSE,"28,733,362",0.855564818,0,0
1/8/2022 15:00,0,1,1.88087203,1.049791528,0.831080502,FALSE,"28,588,226",1.049791528,0,0
1/8/2022 16:00,0,1,2.331467331,1.554704834,0.776762497,FALSE,"28,928,953",1.554704834,0,0
1/8/2022 17:00,0,1,3.1748187,3.1748187,0,FALSE,"30,162,200",3.1748187,0,0
1/8/2022 18:00,0,1,3.802215413,3.802215413,0,FALSE,"31,337,711",3.802215413,0,0
1/8/2022 19:00,0,1,3.833299674,3.833299674,0,FALSE,"31,388,902",3.833299674,0,0
1/8/2022 20:00,0,1,3.544100938,3.544100938,0,FALSE,"31,136,858",3.544100938,0,0
1/8/2022 21:00,0,1,3.21684722,3.21684722,0,FALSE,"30,431,429",3.21684722,0,0
1/8/2022 22:00,0,1,2.643525355,2.643525355,0,FALSE,"29,321,682",2.643525355,0,0
1/8/2022 23:00,0,1,2.058397329,2.058397329,0,FALSE,"28,235,183",2.058397329,0,0
1/9/2022 0:00,0,1,1.434766321,1.434766321,0,FALSE,"27,752,075",1.434766321,0,0
1/9/2022 1:00,0,1,1.210313813,1.210313813,0,FALSE,"27,586,694",1.210313813,0,0
1/9/2022 2:00,0,1,1.112116482,1.112116482,0,FALSE,"27,607,480",1.112116482,0,0
1/9/2022 3:00,0,1,1.096392019,1.096392019,0,FALSE,"27,866,322",1.096392019,0,0
1/9/2022 4:00,0,1,1.11675688,1.11675688,0,FALSE,"28,654,391",1.11675688,0,0
1/9/2022 5:00,0,1,1.403059059,1.403059059,0,FALSE,"30,160,730",1.403059059,0,0
1/9/2022 6:00,0,1,2.147600194,2.147600194,0,FALSE,"32,719,179",2.147600194,0,0
1/9/2022 7:00,0,1,2.707160553,2.707160553,0,FALSE,"34,118,006",2.707160553,0,0
1/9/2022 8:00,0,1,2.562052277,1.212003276,1.350049001,FALSE,"33,646,201",1.212003276,0,0
1/9/2022 9:00,0,1,2.149493381,0.449455881,1.7000375,FALSE,"32,776,879",0.449455881,0,0
1/9/2022 10:00,0,1,1.995080118,-0.508956382,2.5040365,FALSE,"32,008,661",0,0.508956382,0.508956382
1/9/2022 11:00,0,1,1.868146801,-1.025204702,2.893351503,FALSE,"31,374,025",0,1.025204702,1.025204702
1/9/2022 12:00,0,1,1.741074441,-1.361308059,3.1023825,FALSE,"30,711,479",0,1.361308059,1.361308059
1/9/2022 13:00,0,1,1.641696384,-1.103559115,2.745255499,FALSE,"30,112,313",0,1.103559115,1.103559115
1/9/2022 14:00,0,1,1.578358609,-0.383841393,1.962200002,FALSE,"29,570,164",0,0.383841393,0.383841393
1/9/2022 15:00,0,1,1.677367575,-0.149069926,1.826437501,FALSE,"29,508,193",0,0.149069926,0.149069926
1/9/2022 16:00,0,1,2.129498068,1.420011066,0.709487002,FALSE,"30,008,169",1.420011066,0,0
1/9/2022 17:00,0,1,3.011839864,3.011839864,0,FALSE,"31,576,180",3.011839864,0,0
1/9/2022 18:00,0,1,3.623685456,3.623685456,0,FALSE,"32,947,867",3.623685456,0,0
1/9/2022 19:00,0,1,3.646180538,3.646180538,0,FALSE,"33,107,408",3.646180538,0,0
1/9/2022 20:00,0,1,3.368161875,3.368161875,0,FALSE,"33,020,773",3.368161875,0,0
1/9/2022 21:00,0,1,3.050398827,3.050398827,0,FALSE,"32,302,801",3.050398827,0,0
1/9/2022 22:00,0,1,2.503988142,2.503988142,0,FALSE,"31,179,535",2.503988142,0,0
1/9/2022 23:00,0,1,1.958531443,1.958531443,0,FALSE,"30,038,642",1.958531443,0,0
1/10/2022 0:00,0,1,1.404202167,1.404202167,0,FALSE,"29,573,547",1.404202167,0,0
1/10/2022 1:00,0,1,1.18284551,1.18284551,0,FALSE,"29,281,239",1.18284551,0,0
1/10/2022 2:00,0,1,1.118077037,1.118077037,0,FALSE,"29,226,960",1.118077037,0,0
1/10/2022 3:00,0,1,1.114638492,1.114638492,0,FALSE,"29,411,181",1.114638492,0,0
1/10/2022 4:00,0,1,1.179162152,1.179162152,0,FALSE,"29,999,027",1.179162152,0,0
1/10/2022 5:00,0,1,1.476568784,1.476568784,0,FALSE,"31,344,130",1.476568784,0,0
1/10/2022 6:00,0,1,2.188338894,2.188338894,0,FALSE,"33,794,210",2.188338894,0,0
1/10/2022 7:00,0,1,2.797131015,2.797131015,0,FALSE,"35,123,834",2.797131015,0,0
1/10/2022 8:00,0,1,2.630782394,1.161886392,1.468896002,FALSE,"34,696,120",1.161886392,0,0
1/10/2022 9:00,0,1,2.202947844,-0.822025156,3.024973,FALSE,"34,062,978",0,0.822025156,0.822025156
1/10/2022 10:00,0,1,2.059480387,-1.380084616,3.439565003,FALSE,"33,339,165",0,1.380084616,1.380084616
1/10/2022 11:00,0,1,1.929626262,-2.271890239,4.201516501,FALSE,"32,431,066",0,2.271890239,2.271890239
1/10/2022 12:00,0,1,1.811046982,-2.864784521,4.675831503,FALSE,"31,595,290",0,2.864784521,2.864784521
1/10/2022 13:00,0,1,1.71605405,-2.839245447,4.555299497,FALSE,"30,983,627",0,2.839245447,2.839245447
1/10/2022 14:00,0,1,1.662672691,-2.113037807,3.775710498,FALSE,"30,251,350",0,2.113037807,2.113037807
1/10/2022 15:00,0,1,1.765646609,-0.022465892,1.788112501,FALSE,"30,060,577",0,0.022465892,0.022465892
1/10/2022 16:00,0,1,2.199412553,1.638644555,0.560767998,FALSE,"30,550,514",1.638644555,0,0
1/10/2022 17:00,0,1,3.047617649,3.047617649,0,FALSE,"31,866,300",3.047617649,0,0
1/10/2022 18:00,0,1,3.681947936,3.681947936,0,FALSE,"32,807,658",3.681947936,0,0
1/10/2022 19:00,0,1,3.719815713,3.719815713,0,FALSE,"32,665,600",3.719815713,0,0
1/10/2022 20:00,0,1,3.448770895,3.448770895,0,FALSE,"32,355,225",3.448770895,0,0
1/10/2022 21:00,0,1,3.143985929,3.143985929,0,FALSE,"31,459,713",3.143985929,0,0
1/10/2022 22:00,0,1,2.58338126,2.58338126,0,FALSE,"30,107,212",2.58338126,0,0
1/10/2022 23:00,0,1,2.022631971,2.022631971,0,FALSE,"28,831,666",2.022631971,0,0
1/11/2022 0:00,0,1,1.451897773,1.451897773,0,FALSE,"27,901,080",1.451897773,0,0
1/11/2022 1:00,0,1,1.213359144,1.213359144,0,FALSE,"27,417,159",1.213359144,0,0
1/11/2022 2:00,0,1,1.132916954,1.132916954,0,FALSE,"27,238,131",1.132916954,0,0
1/11/2022 3:00,0,1,1.126168161,1.126168161,0,FALSE,"27,235,213",1.126168161,0,0
1/11/2022 4:00,0,1,1.177612922,1.177612922,0,FALSE,"27,783,425",1.177612922,0,0
1/11/2022 5:00,0,1,1.47529766,1.47529766,0,FALSE,"28,931,381",1.47529766,0,0
1/11/2022 6:00,0,1,2.204623649,2.204623649,0,FALSE,"31,044,729",2.204623649,0,0
1/11/2022 7:00,0,1,2.79451156,2.79451156,0,FALSE,"32,494,206",2.79451156,0,0
1/11/2022 8:00,0,1,2.662745433,1.869599436,0.793145997,FALSE,"32,565,363",1.869599436,0,0
1/11/2022 9:00,0,1,2.236660646,0.595468646,1.641192,FALSE,"32,651,178",0.595468646,0,0
1/11/2022 10:00,0,1,2.091571721,-0.068885781,2.160457502,FALSE,"32,800,599",0,0.068885781,0.068885781
1/11/2022 11:00,0,1,1.958620716,-0.692216781,2.650837497,FALSE,"32,658,008",0,0.692216781,0.692216781
1/11/2022 12:00,0,1,1.840398818,-1.718997183,3.559396001,FALSE,"32,430,191",0,1.718997183,1.718997183
1/11/2022 13:00,0,1,1.741924378,-1.133853625,2.875778003,FALSE,"32,257,299",0,1.133853625,1.133853625
1/11/2022 14:00,0,1,1.688865249,-0.893995752,2.582861001,FALSE,"31,122,173",0,0.893995752,0.893995752
1/11/2022 15:00,0,1,1.793286056,0.912475055,0.880811001,FALSE,"31,884,788",0.912475055,0,0
1/11/2022 16:00,0,1,2.226778062,1.760893062,0.465885,FALSE,"32,135,973",1.760893062,0,0
1/11/2022 17:00,0,1,3.071527758,3.071527758,0,FALSE,"32,848,685",3.071527758,0,0
